Destination Port,Protocol,Flow Duration,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Std,Bwd IAT Max,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Idle Mean,Idle Std,Idle Max,Idle Min
443.0,6.0,116.13778805732727,334.0,66.0,108.3125,54.99263444998794,0.6243967099856305,1.3587404793795752,3.921427011489868,116.13778805732727,1.0956395099747855,1.6984730565735426,3.9725501537323,1.8459597686867697,4.049077987670898,66.0,2332.0,470.40106951871655,815.6710597084556,665319.2776459148,0.0,107.0,187.0,0.7476635514018691,470.40106951871655,108.3125,638.0,3.7826712871419974,0.08937608419655595,3.921427011489868,3.589724063873291
0.0,112.0,118.83999991416931,0.0,0.0,0.0,0.0,1.0902752285703607,1.7182038110895141,18.945737838745117,118.83999991416931,1.0902752285703607,1.7182038110895141,18.945737838745117,0.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,18.945737838745117,0.0,18.945737838745117,18.945737838745117
64864.0,17.0,105.10580897331238,101.0,79.0,93.66666666666667,10.370899457402697,2.8406975398192533,5.4001254463191275,15.020579814910889,105.10580897331238,5.531884682805915,6.47408726458754,15.021886825561523,7.330928187258707,20.020564079284668,70.0,179.0,118.47368421052632,43.26584701592632,1871.9335180055405,0.0,0.0,0.0,0.9,118.47368421052632,93.66666666666667,0.0,11.677002112070719,4.087549157545063,15.020579814910889,5.002272129058838
9993.0,17.0,115.11807894706726,131.0,83.0,99.0,22.627416997969522,1.0963626566387359,2.039461048780987,5.008407115936279,115.11807894706726,1.1286086171281104,2.0621846580824172,5.008407115936279,26.215269088745117,60.06457805633545,75.0,351.0,83.88679245283019,40.250705081066116,1620.1192595229618,0.0,0.0,0.0,0.02912621359223301,83.88679245283019,99.0,0.0,4.793393562237422,0.6924175301257106,5.008407115936279,2.3377089500427246
52096.0,17.0,0.017066001892089844,90.0,90.0,90.0,0.0,0.017066001892089844,0.0,0.017066001892089844,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
49808.0,17.0,100.02808403968811,179.0,70.0,97.25,47.198384506251905,6.668538935979208,7.148018923468259,16.078777074813843,100.02762699127197,14.289660998753138,0.7684283207307844,16.078917980194092,0.7684079656197501,16.078985929489136,70.0,179.0,90.875,34.6389863448687,1199.859375,0.0,0.0,0.0,1.0,90.875,97.25,0.0,14.289458172661918,0.768438713422562,16.078777074813843,13.609663009643555
51744.0,17.0,104.72903800010681,801.0,70.0,256.22222222222223,293.36052062560907,4.987097047624134,6.278253885912475,16.024961948394775,104.72849893569946,8.727374911308289,6.0784756536702895,16.1444411277771,3.5227042331216953,16.07898497581482,70.0,801.0,193.5909090909091,208.02833266188202,43275.78719008264,0.0,0.0,0.0,0.6923076923076923,193.5909090909091,256.22222222222223,0.0,10.44864068031311,5.082026678746514,16.024961948394775,1.59950590133667
64864.0,17.0,105.11189603805542,101.0,79.0,93.66666666666667,10.370899457402697,2.919774889945984,5.941975917305409,15.020251035690308,105.11061692237854,5.839478717909919,7.319813334053309,15.020251035690308,7.38986746804653,15.02177882194519,70.0,197.0,120.29729729729729,45.653136930711746,2084.2089116143165,0.0,0.0,0.0,0.9473684210526315,120.29729729729729,93.66666666666667,0.0,15.014078174318586,0.002845797179444273,15.020251035690308,15.010241985321045
64864.0,17.0,105.11186289787292,185.0,79.0,102.8,29.1128837458607,2.840861159401971,5.704767591818166,15.014409065246582,105.11053586006165,6.182972697650685,7.389865652695027,15.021416187286377,6.964241194323548,15.015932083129883,70.0,185.0,121.6842105263158,45.74880226396378,2092.9529085872578,0.0,0.0,0.0,1.1111111111111112,121.6842105263158,102.8,0.0,11.677520036697388,5.532426975622404,15.014409065246582,1.296792984008789
64864.0,17.0,105.11184310913086,101.0,79.0,93.66666666666667,10.370899457402697,3.003195517403739,6.005441682427309,15.020532846450806,105.11057901382446,6.182975236107321,7.389872614022028,15.021875858306885,7.389866693705637,15.02177882194519,70.0,179.0,118.16666666666667,44.43128277338939,1974.138888888889,0.0,0.0,0.0,1.0,118.16666666666667,93.66666666666667,0.0,15.014078548976354,0.0029561276025556315,15.020532846450806,15.01025390625
64864.0,17.0,105.11189389228821,101.0,79.0,93.66666666666667,10.370899457402697,3.0031969683510917,6.005436036472481,15.020522832870483,105.11059784889221,6.182976344052483,7.389874565791618,15.021881818771362,7.38988359001008,15.021749019622803,70.0,179.0,118.16666666666667,44.43128277338939,1974.138888888889,0.0,0.0,0.0,1.0,118.16666666666667,93.66666666666667,0.0,15.014068705695015,0.0029572008348665688,15.020522832870483,15.010209083557129
64864.0,17.0,105.11185002326965,101.0,79.0,93.66666666666667,10.370899457402697,3.0031957149505617,6.005443081790319,15.020505905151367,105.11056995391846,6.1829747031716735,7.389876165059365,15.021852970123291,7.3898763559914435,15.021718978881836,70.0,179.0,118.16666666666667,44.43128277338939,1974.138888888889,0.0,0.0,0.0,1.0,118.16666666666667,93.66666666666667,0.0,15.01408154623849,0.0029449399875363645,15.020505905151367,15.010227918624878
123.0,17.0,0.019919157028198242,90.0,90.0,90.0,0.0,0.019919157028198242,0.0,0.019919157028198242,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
33902.0,17.0,0.0012319087982177734,103.0,103.0,103.0,0.0,0.0012319087982177734,0.0,0.0012319087982177734,0.0,0.0,0.0,0.0,0.0,0.0,103.0,278.0,190.5,87.5,7656.25,0.0,0.0,0.0,1.0,190.5,103.0,0.0,0.0,0.0,0.0,0.0
52622.0,17.0,0.0009059906005859375,103.0,103.0,103.0,0.0,0.0009059906005859375,0.0,0.0009059906005859375,0.0,0.0,0.0,0.0,0.0,0.0,103.0,223.0,163.0,60.0,3600.0,0.0,0.0,0.0,1.0,163.0,103.0,0.0,0.0,0.0,0.0,0.0
59056.0,17.0,0.0009241104125976562,113.0,113.0,113.0,0.0,0.0009241104125976562,0.0,0.0009241104125976562,0.0,0.0,0.0,0.0,0.0,0.0,113.0,183.0,148.0,35.0,1225.0,0.0,0.0,0.0,1.0,148.0,113.0,0.0,0.0,0.0,0.0,0.0
59730.0,17.0,0.001497030258178711,100.0,100.0,100.0,0.0,0.001497030258178711,0.0,0.001497030258178711,0.0,0.0,0.0,0.0,0.0,0.0,100.0,268.0,184.0,84.0,7056.0,0.0,0.0,0.0,1.0,184.0,100.0,0.0,0.0,0.0,0.0,0.0
